class1,class2,static_distance,semantic_distance
org.springframework.samples.petclinic.owner.OwnerControllerTests,org.springframework.samples.petclinic.owner.Owner,0.2857142857142857,0.8835108502213688
org.springframework.samples.petclinic.service.ClinicServiceTests,org.springframework.samples.petclinic.owner.OwnerRepository,0.5714285714285714,0.8034970023263465
org.springframework.samples.petclinic.owner.PetValidator,org.springframework.samples.petclinic.model.BaseEntity,0.0,0.7305614242954669
org.springframework.samples.petclinic.owner.OwnerController,org.springframework.samples.petclinic.model.BaseEntity,0.09523809523809523,0.7662965458357499
org.springframework.samples.petclinic.model.ValidatorTests,org.springframework.samples.petclinic.model.Person,0.09523809523809523,0.7691643780993459
org.springframework.samples.petclinic.vet.VetControllerTests,org.springframework.samples.petclinic.vet.VetRepository,0.14285714285714285,0.8829847509890447
org.springframework.samples.petclinic.owner.OwnerControllerTests,org.springframework.samples.petclinic.owner.OwnerControllerTests,0.047619047619047616,1.0
org.springframework.samples.petclinic.owner.PetControllerTests,org.springframework.samples.petclinic.model.NamedEntity,0.0,0.6388876034114016
org.springframework.samples.petclinic.owner.PetValidator,org.springframework.samples.petclinic.owner.Pet,0.047619047619047616,0.9209187089961584
org.springframework.samples.petclinic.owner.PetController,org.springframework.samples.petclinic.owner.Owner,0.19047619047619047,0.9567111348952775
org.springframework.samples.petclinic.owner.OwnerController,org.springframework.samples.petclinic.model.Person,0.047619047619047616,0.8119174910618424
org.springframework.samples.petclinic.vet.Vets,org.springframework.samples.petclinic.vet.Vet,0.047619047619047616,0.7494554689219799
org.springframework.samples.petclinic.service.ClinicServiceTests,org.springframework.samples.petclinic.owner.Pet,0.23809523809523808,0.768690178120621
org.springframework.samples.petclinic.system.CrashControllerTests,org.springframework.samples.petclinic.system.CrashController,0.047619047619047616,0.8769936248859785
org.springframework.samples.petclinic.owner.VisitControllerTests,org.springframework.samples.petclinic.owner.OwnerRepository,0.09523809523809523,0.7466594062645138
org.springframework.samples.petclinic.vet.VetTests,org.springframework.samples.petclinic.model.Person,0.23809523809523808,0.9512752772068673
org.springframework.samples.petclinic.vet.VetController,org.springframework.samples.petclinic.vet.VetRepository,0.14285714285714285,0.8837180590734739
org.springframework.samples.petclinic.service.ClinicServiceTests,org.springframework.samples.petclinic.model.Person,0.23809523809523808,0.743813418016758
org.springframework.samples.petclinic.service.ClinicServiceTests,org.springframework.samples.petclinic.model.BaseEntity,0.09523809523809523,0.6759353779286326
org.springframework.samples.petclinic.vet.VetController,org.springframework.samples.petclinic.vet.Vets,0.14285714285714285,0.8113321839784262
org.springframework.samples.petclinic.service.ClinicServiceTests,org.springframework.samples.petclinic.vet.Vet,0.09523809523809523,0.8613028947492688
org.springframework.samples.petclinic.vet.VetTests,org.springframework.samples.petclinic.vet.Vet,0.0,0.8665170374926512
org.springframework.samples.petclinic.vet.VetTests,org.springframework.samples.petclinic.model.BaseEntity,0.09523809523809523,0.9338606929279629
org.springframework.samples.petclinic.owner.PetTypeFormatter,org.springframework.samples.petclinic.owner.OwnerRepository,0.047619047619047616,0.6917389689784439
org.springframework.samples.petclinic.owner.VisitController,org.springframework.samples.petclinic.owner.Owner,0.0,0.9559549516290943
org.springframework.samples.petclinic.vet.VetControllerTests,org.springframework.samples.petclinic.model.NamedEntity,0.0,0.6295611225673388
